TÍTULO ORIGINAL,TÍTULO LOCAL,DATA EXIBIÇÃO,HORÁRIO DE EXIBIÇÃO,NÚMERO EPISÓDIO/CAPÍTULO,TEMPORADA,TÍTULO ORIGINAL DO EPISÓDIO,TÍTULO LOCAL DO EPISÓDIO,PRODUTOR,ANO DE PRODUÇÃO,DIRETOR,ORDEM EXECUÇÃO,TÍTULO DA OBRA MUSICAL,TIPO DE MÚSICA,AUTOR,INTERPRETE,SEGUNDOS,CLASSIFICAÇÃO,COMPOSITOR(ES) DAS TRILHAS DO PROGRAMA,EDITORA,GRAVADORA,ISRC,SUBMIX / TIPO DE ARRANJO,uncertain_match,Matched Title,Matched Identifier/ISWC,Uncertain Match,Eligibility Basis,__source_sheet
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,29/10/2023,14:18:43,7,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,51,PIPOCA DA IVETE,MUSICA COMERCIAL,"IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,12,TB,,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,29/10/2023,14:18:43,7,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,57,O MUNDO VAI,MUSICA COMERCIAL,"IVETE SANGALO,NEILTON CERQUEIRA SANTOS,RADAMES VENANCIO,RAMON CRUZ,SAMIR TRINDADE,TIERRE COSTA",IVETE SANGALO,21,BK,,"IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,UNIVERSAL MGB",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
MAIS VOCE,MAIS VOCÊ,31/10/2023,10:36:43,5937,,,,GLOBO,2023.0,VIVI DE MARCO,1,MISTERIOS DA MEIA NOITE,MUSICA COMERCIAL,ZE RAMALHO,ZE RAMALHO,13,BK,,SONY MUSIC PUBLISHING,SONY MUSIC,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
MAIS VOCE,MAIS VOCÊ,31/10/2023,10:36:43,5937,,,,GLOBO,2023.0,VIVI DE MARCO,4,MISTERIOS DA MEIA NOITE,MUSICA COMERCIAL,ZE RAMALHO,ZE RAMALHO,169,BK,,SONY MUSIC PUBLISHING,SONY MUSIC PUBLISHING,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
MAIS VOCE,MAIS VOCÊ,31/10/2023,10:36:43,5937,,,,GLOBO,2023.0,VIVI DE MARCO,5,MISTERIOS DA MEIA NOITE,MUSICA COMERCIAL,ZE RAMALHO,ZE RAMALHO,23,BK,,SONY MUSIC PUBLISHING,SONY MUSIC PUBLISHING,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
MAIS VOCE,MAIS VOCÊ,31/10/2023,10:36:43,5937,,,,GLOBO,2023.0,VIVI DE MARCO,68,MISTERIOS DA MEIA NOITE,MUSICA COMERCIAL,ZE RAMALHO,ZE RAMALHO,37,BK,,SONY MUSIC PUBLISHING,SONY MUSIC PUBLISHING,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
LET LOVE,,04/01/2024,,16,,,,,,,1,BABY BABY,MUSICA COMERCIAL,"ANDRE LAUDZ,PETER WOLF,SETH JUSTMAN,ZEGON",TROPKILLAZ,50,BK,,"BMG,WARNER CHAPPELL,WARNER CHAPPELL,BMG",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
LET LOVE,,04/01/2024,,16,,,,,,,11,POR SUPUESTO,MUSICA COMERCIAL,"IURI RIO BRANCO,MARINA SENA",MARINA SENA,69,BK,,"BOA MUSIC RIGHTS,BOA MUSIC RIGHTS",MARINA SENA,BX7O92000007,FULL MIX,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
LET LOVE,,04/01/2024,,16,,,,,,,25,POR SUPUESTO,MUSICA COMERCIAL,"IURI RIO BRANCO,MARINA SENA",MARINA SENA,28,BK,,"BOA MUSIC RIGHTS,BOA MUSIC RIGHTS",MARINA SENA,BX7O92000007,FULL MIX,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,01/10/2023,14:20:03,3,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,1,ACELERA AE,MUSICA COMERCIAL,"DAN KAMBAIAH,FABINHO O BRIAN,GIGI,MAGNO SANT ANNA",IVETE SANGALO,43,TA,,"IESSI MUSIC PUBLISHING,DECK,IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,01/10/2023,14:20:03,3,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,35,PIPOCA DA IVETE,MUSICA COMERCIAL,"IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,8,TB,,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,01/10/2023,14:20:03,3,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,36,PIPOCA DA IVETE,MUSICA COMERCIAL,"IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,12,TB,,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,01/10/2023,14:20:03,3,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,70,PIPOCA DA IVETE,MUSICA COMERCIAL,"IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,8,TB,,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,01/10/2023,14:20:03,3,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,71,PIPOCA DA IVETE,MUSICA COMERCIAL,"IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,12,TB,,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,01/10/2023,14:20:03,3,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,117,O MUNDO VAI,MUSICA COMERCIAL,"IVETE SANGALO,NEILTON CERQUEIRA SANTOS,RADAMES VENANCIO,RAMON CRUZ,SAMIR TRINDADE,TIERRE COSTA",IVETE SANGALO,87,PE,,"IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,UNIVERSAL MGB",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
CONVERSA COM BIAL,CONVERSA COM BIAL,03/10/2023,01:27:46,1253,,,,GLOBO,2023.0,MONICA ALMEIDA,3,QUER VOAR,MUSICA COMERCIAL,"EMICIDA,GROU,LORENTZ,MATUE,PALAZE,QUANTICH,RAEL",MATUE,66,DM,,"WARNER CHAPPELL,WARNER CHAPPELL,A DESCOBRIR,WARNER CHAPPELL,WARNER CHAPPELL,A DESCOBRIR,WARNER CHAPPELL",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
CONVERSA COM BIAL,CONVERSA COM BIAL,03/10/2023,01:27:46,1253,,,,GLOBO,2023.0,MONICA ALMEIDA,4,CONEXOES DE MAFIA,MUSICA COMERCIAL,"GIBBO,MAKO,MATUE,RICH THE KID",MATUE,136,PE,,"SONY MUSIC PUBLISHING,A DESCOBRIR,WARNER CHAPPELL,A DESCOBRIR",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
CONVERSA COM BIAL,CONVERSA COM BIAL,03/10/2023,01:27:46,1253,,,,GLOBO,2023.0,MONICA ALMEIDA,5,CONEXOES DE MAFIA,MUSICA COMERCIAL,"GIBBO,MAKO,MATUE,RICH THE KID",MATUE,17,DM,,"SONY MUSIC PUBLISHING,A DESCOBRIR,WARNER CHAPPELL,A DESCOBRIR",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
CONVERSA COM BIAL,CONVERSA COM BIAL,03/10/2023,01:27:46,1253,,,,GLOBO,2023.0,MONICA ALMEIDA,6,ANOS LUZ,MUSICA COMERCIAL,MATUE,MATUE,19,DM,,WARNER CHAPPELL,,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
CONVERSA COM BIAL,CONVERSA COM BIAL,03/10/2023,01:27:46,1253,,,,GLOBO,2023.0,MONICA ALMEIDA,8,QUER VOAR,MUSICA COMERCIAL,"EMICIDA,GROU,LORENTZ,MATUE,PALAZE,QUANTICH,RAEL",MATUE,19,DM,,"WARNER CHAPPELL,WARNER CHAPPELL,A DESCOBRIR,WARNER CHAPPELL,WARNER CHAPPELL,A DESCOBRIR,WARNER CHAPPELL",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
CONVERSA COM BIAL,CONVERSA COM BIAL,03/10/2023,01:27:46,1253,,,,GLOBO,2023.0,MONICA ALMEIDA,11,ANOS LUZ,MUSICA COMERCIAL,MATUE,MATUE,108,TE,,WARNER CHAPPELL,,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
MAIS VOCE,MAIS VOCÊ,03/10/2023,10:37:15,5917,,,,GLOBO,2023.0,VIVI DE MARCO,1,ACORDA PEDRINHO,MUSICA COMERCIAL,"BER HEY,BERNARDO CRISOSTOMO PASQUALI,GABRIEL DUNAJSKI MENDES,GUSTAVO PIMENTEL KARAM,RAFAEL DUNAJSKI MENDES",JOVEM DIONISIO,15,TA,,"WARNER CHAPPELL,WARNER CHAPPELL,WARNER CHAPPELL,WARNER CHAPPELL,WARNER CHAPPELL",GLOBO,,FULL MIX,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
MAIS VOCE,MAIS VOCÊ,03/10/2023,10:37:15,5917,,,,GLOBO,2023.0,VIVI DE MARCO,2,ACORDA PEDRINHO,MUSICA COMERCIAL,"BER HEY,BERNARDO CRISOSTOMO PASQUALI,GABRIEL DUNAJSKI MENDES,GUSTAVO PIMENTEL KARAM,RAFAEL DUNAJSKI MENDES",JOVEM DIONISIO,31,BK,,"WARNER CHAPPELL,WARNER CHAPPELL,WARNER CHAPPELL,WARNER CHAPPELL,WARNER CHAPPELL",GLOBO,,FULL MIX,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
MAIS VOCE,MAIS VOCÊ,03/10/2023,10:37:15,5917,,,,GLOBO,2023.0,VIVI DE MARCO,59,ACORDA PEDRINHO,MUSICA COMERCIAL,"BER HEY,BERNARDO CRISOSTOMO PASQUALI,GABRIEL DUNAJSKI MENDES,GUSTAVO PIMENTEL KARAM,RAFAEL DUNAJSKI MENDES",JOVEM DIONISIO,29,TE,,"WARNER CHAPPELL,WARNER CHAPPELL,WARNER CHAPPELL,WARNER CHAPPELL,WARNER CHAPPELL",GLOBO,,FULL MIX,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,08/10/2023,14:18:29,4,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,1,O FAROL,MUSICA COMERCIAL,RAMON CRUZ,IVETE SANGALO,70,PE,,IESSI MUSIC PUBLISHING,,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,08/10/2023,14:18:29,4,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,36,PIPOCA DA IVETE,MUSICA COMERCIAL,"IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,8,TB,,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,08/10/2023,14:18:29,4,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,37,PIPOCA DA IVETE,MUSICA COMERCIAL,"IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,12,TB,,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,08/10/2023,14:18:29,4,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,64,PIPOCA DA IVETE,MUSICA COMERCIAL,"IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,8,TB,,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,08/10/2023,14:18:29,4,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,65,PIPOCA DA IVETE,MUSICA COMERCIAL,"IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,12,TB,,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,08/10/2023,14:18:29,4,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,88,O MUNDO VAI,MUSICA COMERCIAL,"IVETE SANGALO,NEILTON CERQUEIRA SANTOS,RADAMES VENANCIO,RAMON CRUZ,SAMIR TRINDADE,TIERRE COSTA",IVETE SANGALO,48,BK,,"IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,UNIVERSAL MGB",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,08/10/2023,14:18:29,4,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,92,BELEZA RARA,MUSICA COMERCIAL,ED GRANDAO,IVETE SANGALO,21,BK,,UNIVERSAL MGB,,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,08/10/2023,14:18:29,4,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,101,CRIA DA IVETE,MUSICA COMERCIAL,"IVETE SANGALO,LUCIANO CHAVES,SAMIR TRINDADE",IVETE SANGALO,29,BK,,"IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,08/10/2023,14:18:29,4,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,102,CRIA DA IVETE,MUSICA COMERCIAL,"IVETE SANGALO,LUCIANO CHAVES,SAMIR TRINDADE",IVETE SANGALO,18,BK,,"IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
DOMINGAO COM HUCK,DOMINGÃO COM HUCK,15/10/2023,18:05:53,110,,,,GLOBO,2021.0,DIREÇÃO ARTÍSTICA DE HÉLIO VARGAS E DIREÇÃO GERAL DE CLARISSA LOPES.,78,SE EU NAO TE AMASSE TANTO ASSIM,MUSICA COMERCIAL,"HERBERT VIANNA,PAULO SERGIO VALLE",IVETE SANGALO,108,BK,,"SONY MUSIC PUBLISHING,SONY MUSIC PUBLISHING",UNIVERSAL MUSIC,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,15/10/2023,14:38:39,5,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,1,EVA,MUSICA COMERCIAL,"GIANCARLO BIGAZZI,M FICARELLI,UMBERTO TOZZI",IVETE SANGALO,78,PE,,"PEERMUSIC,PEERMUSIC,PEERMUSIC",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,15/10/2023,14:38:39,5,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,37,PIPOCA DA IVETE,MUSICA COMERCIAL,"IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,8,TB,,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,15/10/2023,14:38:39,5,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,38,PIPOCA DA IVETE,MUSICA COMERCIAL,"IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,12,TB,,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,15/10/2023,14:38:39,5,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,64,PIPOCA DA IVETE,MUSICA COMERCIAL,"IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,8,TB,,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,15/10/2023,14:38:39,5,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,65,PIPOCA DA IVETE,MUSICA COMERCIAL,"IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,12,TB,,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,15/10/2023,14:38:39,5,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,113,BATUCADA,MUSICA COMERCIAL,"GIGI CERQUEIRA,IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,45,PE,,"IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,15/10/2023,14:38:39,5,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,114,BATUCADA,MUSICA COMERCIAL,"GIGI CERQUEIRA,IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,57,PE,,"IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
DOMINGAO COM HUCK,DOMINGÃO COM HUCK,22/10/2023,18:04:25,111,,,,GLOBO,2021.0,DIREÇÃO ARTÍSTICA DE HÉLIO VARGAS E DIREÇÃO GERAL DE CLARISSA LOPES.,74,QUE TAL,MUSICA COMERCIAL,"FLEEZUS,IURI RIO BRANCO,MARINA SENA",MARINA SENA,99,PE,,"BOA MUSIC RIGHTS,BOA MUSIC RIGHTS,BOA MUSIC RIGHTS",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
FANTASTICO,FANTÁSTICO,22/10/2023,20:30:00,2609,,,,GLOBO,2023.0,ALI KAMEL,8,ADMIRAVEL GADO NOVO,MUSICA COMERCIAL,ZE RAMALHO,ZE RAMALHO,15,PE,,SONY MUSIC PUBLISHING,,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
FANTASTICO,FANTÁSTICO,22/10/2023,20:30:00,2609,,,,GLOBO,2023.0,ALI KAMEL,259,AVOHAI,MUSICA COMERCIAL,ZE RAMALHO,ZE RAMALHO,60,PE,,UNIVERSAL MGB,,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
FANTASTICO,FANTÁSTICO,22/10/2023,20:30:00,2609,,,,GLOBO,2023.0,ALI KAMEL,260,ADMIRAVEL GADO NOVO,MUSICA COMERCIAL,ZE RAMALHO,ZE RAMALHO,60,PE,,SONY MUSIC PUBLISHING,,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
FANTASTICO,FANTÁSTICO,22/10/2023,20:30:00,2609,,,,GLOBO,2023.0,ALI KAMEL,261,SINONIMOS,MUSICA COMERCIAL,"CESAR AUGUSTO,CLAUDIO NOAM,PAULO SERGIO",ZE RAMALHO,20,PE,,"WARNER CHAPPELL,SONY MUSIC PUBLISHING,WARNER CHAPPELL",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
FANTASTICO,FANTÁSTICO,22/10/2023,20:30:00,2609,,,,GLOBO,2023.0,ALI KAMEL,262,CHAO DE GIZ,MUSICA COMERCIAL,ZE RAMALHO,ZE RAMALHO,60,PE,,SONY MUSIC PUBLISHING,,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
FANTASTICO,FANTÁSTICO,22/10/2023,20:30:00,2609,,,,GLOBO,2023.0,ALI KAMEL,263,A DANCA DAS BORBOLETAS,MUSICA COMERCIAL,"ALCEU VALENCA,ZE RAMALHO",ZE RAMALHO,9,PE,,"WARNER CHAPPELL,WARNER CHAPPELL",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
FANTASTICO,FANTÁSTICO,22/10/2023,20:30:00,2609,,,,GLOBO,2023.0,ALI KAMEL,264,FREVO MULHER,MUSICA COMERCIAL,ZE RAMALHO,ZE RAMALHO,60,PE,,WARNER CHAPPELL,,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,22/10/2023,14:19:35,6,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,1,NA BASE DO BEIJO,MUSICA COMERCIAL,"ALAIM TAVARES,RITA MENDES",IVETE SANGALO,62,PE,,"SONY MUSIC PUBLISHING,IESSI MUSIC PUBLISHING",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,22/10/2023,14:19:35,6,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,27,PIPOCA DA IVETE,MUSICA COMERCIAL,"IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,8,TB,,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,22/10/2023,14:19:35,6,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,28,PIPOCA DA IVETE,MUSICA COMERCIAL,"IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,12,TB,,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,22/10/2023,14:19:35,6,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,49,PIPOCA DA IVETE,MUSICA COMERCIAL,"IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,8,TB,,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,22/10/2023,14:19:35,6,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,50,PIPOCA DA IVETE,MUSICA COMERCIAL,"IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,11,TB,,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,22/10/2023,14:19:35,6,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,59,BERIMBAU METALIZADO,MUSICA COMERCIAL,"DORIA,DULLER,MIRO ALMERIO",IVETE SANGALO,1,BK,,"IESSI MUSIC PUBLISHING,UNIVERSAL MGB,IESSI MUSIC PUBLISHING",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,22/10/2023,14:19:35,6,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,60,BERIMBAU METALIZADO,MUSICA COMERCIAL,"DORIA,DULLER,MIRO ALMERIO",IVETE SANGALO,2,BK,,"IESSI MUSIC PUBLISHING,UNIVERSAL MGB,IESSI MUSIC PUBLISHING",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,22/10/2023,14:19:35,6,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,61,BERIMBAU METALIZADO,MUSICA COMERCIAL,"DORIA,DULLER,MIRO ALMERIO",IVETE SANGALO,27,BK,,"IESSI MUSIC PUBLISHING,UNIVERSAL MGB,IESSI MUSIC PUBLISHING",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
