provider,file_stem,EDITORA,PROGRAMA,NÚMERO PROGRAMA,EXIBIÇÃO (GRAVADO OU REPRISE),"CATEGORIA DO PROGRAMA (PROGRAMA, NOVELA)",DATA DE EXIBIÇÃO,NOME DA MÚSICA,AUTOR,INTERPRETE,TIPO DE SINCRONIZAÇÃO,PERCENTUAL A PAGAR - EDITORA,VALOR A PAGAR - EDITORA,__title_norm,__author_norm,__is_match,__sheet
Band,band UNIFICADO out dez 2023 jan fev 2024,MELHOR DA NOITE,2023-12-20,PESCADOR,SERGIO CASSIANO,MESTRE AMBROSIO,DM,0.0,73.2431,73.2431,,pescador,mestre ambrosio,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,MELHOR DA NOITE,2023-12-26,FASHION,GIORGIO TUINFORT / DAVID GUETTA / LADY GAGA / PAUL DJ WHITE SHADOW BLAIR / WILLIAM ADAMS,LADY GAGA,DM,0.0,73.2431,73.2431,,fashion,lady gaga,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,PROGRAMA DO JOÂO,2023-10-21,ESPELHO,MC DAVI,RONALD DJ / MC DAVI,PE,747.38,52.3166,799.6966,,espelho,ronald dj / mc davi,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,PROGRAMA DO JOÂO,2023-10-21,BIPOLAR,MC DAVI / MC DON JUAN / MC PEDRINHO / DJ 900,RONALD DJ / MC DAVI,PE,747.38,52.3166,799.6966,,bipolar,ronald dj / mc davi,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,PROGRAMA DO JOÂO,2023-10-28,VERMELHO ,CHICO DA SILVA,CALOUROS,PE,747.38,52.3166,799.6966,,vermelho,calouros,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,PROGRAMA DO JOÂO,2023-10-28,LUA CHEIA,AMANDA CORONHA / BIBI / MAYRA / WANESSA CAMARGO,WANESSA CAMARGO,PE,747.38,52.3166,799.6966,,lua cheia,wanessa camargo,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BAND ESPORTE CLUBE,2024-02-03,AMANHECER,GINO/ LIPE BADE/ SAM ALVES/ WILL,SAM ALVES,BK,0.0,62.7795,62.7795,,amanhecer,sam alves,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BAND ESPORTE CLUBE,2024-02-10,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO / LUDMILLA,BK,0.0,62.7795,62.7795,,macetando,ivete sangalo / ludmilla,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BAND ESPORTE CLUBE,2024-02-10,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO / LUDMILLA,BK,0.0,62.7795,62.7795,,macetando,ivete sangalo / ludmilla,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BAND ESPORTE CLUBE,2024-02-10,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO / LUDMILLA,BK,0.0,62.7795,62.7795,,macetando,ivete sangalo / ludmilla,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BAND ESPORTE CLUBE,2024-02-10,FLASHBACK,CAIO GIOVANI / GABRIELE OLIVEIRA / MARVVILA,LEO SANTANA / MARVVILA,BK,0.0,62.7795,62.7795,,flashback,leo santana / marvvila,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BAND ESPORTE CLUBE,2024-02-10,ROSA,PIERRI ONASSIS,OLODUM / PERICLES,BK,0.0,62.7795,62.7795,,rosa,olodum / pericles,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BAND ESPORTE CLUBE,2024-02-17,VIVRE LA VIE,E VIDAL DE FONESECA / FRANCESCO DE BENEDITTIS,KELLY JOYCE,BK,0.0,62.7795,62.7795,,vivre la vie,kelly joyce,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BAND FOLIA,2024-02-09,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO / LUDMILLA,PE,0.0,52.3166,52.3166,,macetando,ivete sangalo / ludmilla,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BAND FOLIA,2024-02-09,VAI NO CHAO,UEDSON PERICLES / ED NOBRE,LEO SANTANA,PE,0.0,52.3166,52.3166,,vai no chao,leo santana,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BAND FOLIA,2024-02-10,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO,PE,0.0,52.3166,52.3166,,macetando,ivete sangalo,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BAND FOLIA,2024-02-10,ANJOS,FALCÃO,MARCELO FALCAO,PE,0.0,52.3166,52.3166,,anjos,marcelo falcao,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BAND FOLIA,2024-02-10,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,LEO SANTANA,PE,0.0,52.3166,52.3166,,macetando,leo santana,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BAND FOLIA,2024-02-10,AI AI AI,ARNOLPHO LIMA FILHO / VANESSA DA MATA,VANESSA DA MATA,PE,0.0,52.3166,52.3166,,ai ai ai,vanessa da mata,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BAND FOLIA,2024-02-10,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO,PE,0.0,52.3166,52.3166,,macetando,ivete sangalo,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BAND FOLIA,2024-02-11,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO / GILMELANDIA,PE,0.0,52.3166,52.3166,,macetando,ivete sangalo / gilmelandia,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BAND FOLIA,2024-02-11,PODEROSA,NELSON ALVES DAS NEVES FILHO,THIAGUINHO,PE,0.0,52.3166,52.3166,,poderosa,thiaguinho,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BAND FOLIA,2024-02-11,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,XANDDY HARMONIA,PE,0.0,52.3166,52.3166,,macetando,xanddy harmonia,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BAND FOLIA,2024-02-11,ZIRIGUIDUM,GILENO GOMES/ GILMAR GOMES,FILHOS DE JORGE,PE,0.0,52.3166,52.3166,,ziriguidum,filhos de jorge,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BAND FOLIA,2024-02-12,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO,PE,0.0,52.3166,52.3166,,macetando,ivete sangalo,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BAND FOLIA,2024-02-12,MASCARA,PRISCILLA NOVAES LEONE,PITTY,PE,0.0,52.3166,52.3166,,mascara,pitty,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BAND FOLIA,2024-02-13,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO,PE,0.0,52.3166,52.3166,,macetando,ivete sangalo,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BAND FOLIA,2024-02-13,MARACATU                                          ,ALCEU VALENÇA SOBRE POEMA DE ASCENSO FERREIRA,ALCEU VALENÇA,PE,0.0,52.3166,52.3166,,maracatu,alceu valenca,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BAND FOLIA,2024-02-13,HEY,IVETE SANGALO,IVETE SANGALO,PE,0.0,52.3166,52.3166,,hey,ivete sangalo,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BAND FOLIA,2024-02-13,PACIENCIA,DUDU FALCAO / LENINE,LENINE,PE,0.0,52.3166,52.3166,,paciencia,lenine,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BAND FOLIA,2024-02-13,FAVELA,LUCIANO BARROS / ALE / MARROM / SAMUEL ALAN / DANIEL MARLEY GUIMARAES BARRETO,LEO SANTANA,PE,0.0,52.3166,52.3166,,favela,leo santana,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BORA BRASIL,2024-02-05,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO / LUDMILLA,BK,0.0,62.7795,62.7795,,macetando,ivete sangalo / ludmilla,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BORA BRASIL,2024-02-06,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO / LUDMILLA,BK,0.0,62.7795,62.7795,,macetando,ivete sangalo / ludmilla,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BORA BRASIL,2024-02-07,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO / LUDMILLA,BK,0.0,62.7795,62.7795,,macetando,ivete sangalo / ludmilla,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BORA BRASIL,2024-02-07,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO / LUDMILLA,BK,0.0,62.7795,62.7795,,macetando,ivete sangalo / ludmilla,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BORA BRASIL,2024-02-07,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO / LUDMILLA,BK,0.0,62.7795,62.7795,,macetando,ivete sangalo / ludmilla,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BORA BRASIL,2024-02-07,POC POC,CAROLZINHA / ELANA DARA / PEDRO SAMPAIO / RAFINHA RSQ,PEDRO SAMPAIO,BK,0.0,62.7795,62.7795,,poc poc,pedro sampaio,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BORA BRASIL,2024-02-09,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO / LUDMILLA,BK,0.0,62.7795,62.7795,,macetando,ivete sangalo / ludmilla,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BORA BRASIL,2024-02-09,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO / LUDMILLA,BK,0.0,62.7795,62.7795,,macetando,ivete sangalo / ludmilla,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BORA BRASIL,2024-02-13,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO / LUDMILLA,BK,0.0,62.7795,62.7795,,macetando,ivete sangalo / ludmilla,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BORA BRASIL,2024-02-13,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO / LUDMILLA,BK,0.0,62.7795,62.7795,,macetando,ivete sangalo / ludmilla,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BORA BRASIL,2024-02-13,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO / LUDMILLA,BK,0.0,62.7795,62.7795,,macetando,ivete sangalo / ludmilla,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BORA BRASIL,2024-02-13,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO / LUDMILLA,BK,0.0,62.7795,62.7795,,macetando,ivete sangalo / ludmilla,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,JOGO ABERTO,2024-02-12,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO / LUDMILLA,BK,0.0,62.7795,62.7795,,macetando,ivete sangalo / ludmilla,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,JOGO ABERTO,2024-02-12,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO / LUDMILLA,BK,0.0,62.7795,62.7795,,macetando,ivete sangalo / ludmilla,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,MELHOR DA NOITE,2024-02-01,CAMINHOS DO MAR,DANILO CAYMMI / DORIVAL CAYMMI / DUDU FALCAO,GAL COSTA,BK,0.0,104.6332,104.6332,,caminhos do mar,gal costa,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,MELHOR DA NOITE,2024-02-05,MORENA,DIEGO NICOLAU / FRED CAMACHO / JOAO EDUARDO DE SALLES NOBRE,DUDU NOBRE,PE,0.0,52.3166,52.3166,,morena,dudu nobre,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,MELHOR DA NOITE,2024-02-12,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO / LUDMILLA,BK,0.0,104.6332,104.6332,,macetando,ivete sangalo / ludmilla,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,MELHOR DA NOITE,2024-02-13,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO / LUDMILLA,BK,0.0,104.6332,104.6332,,macetando,ivete sangalo / ludmilla,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,MELHOR DA NOITE,2024-02-14,ESSA E PRA VOCE,CLARICE FALCAO,CLARICE FALCAO,DM,0.0,73.2431,73.2431,,essa e pra voce,clarice falcao,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,MELHOR DA NOITE,2024-02-16,TEMPORAL, LEANDRO LEHART,SAMBA 90 GRAUS,PE,0.0,52.3166,52.3166,,temporal,samba 90 graus,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,MELHOR DA NOITE,2024-02-19,ORACAO ,LEO FRESSATO,A MELHOR BANDA DA CIDADE,PE,0.0,52.3166,52.3166,,oracao,a melhor banda da cidade,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,MELHOR DA NOITE,2024-02-20,FORTALEZA,FERNANDO CATATAU,CIDADAO INSTIGADO,DM,0.0,73.2431,73.2431,,fortaleza,cidadao instigado,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,MELHOR DA NOITE,2024-02-21,NHEENGATU,RENATO ROCHA LIMA,KURUP,DM,0.0,73.2431,73.2431,,nheengatu,kurup,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,MELHOR DA NOITE,2024-02-27,UVA NIAGARA,ANELIS ASSUMPCAO / MARCELLE EQUIVOCADA / MARINA PERALTA,ANELIS ASSUMPCAO / LARISSA LUZ,DM,0.0,73.2431,73.2431,,uva niagara,anelis assumpcao / larissa luz,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,MELHOR DA NOITE,2024-02-28,MORENA,AVELLAR / RAFFA LIBI / ALEX ALVES / MARCELO MARTINS,CLAYTON E ROMARIO,PE,0.0,52.3166,52.3166,,morena,clayton e romario,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,MELHOR DA TARDE,2024-02-12,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO / LUDMILLA,BK,0.0,104.6332,104.6332,,macetando,ivete sangalo / ludmilla,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,VERÃO MAIOR PARANÁ,2024-02-02,MORENA,BRENO CESAR / DIEGO BARÃO / LUAN SANTANA / LUCAS SANTOS / SHYLTON FERNANDES,LUAN SANTANA,PE,373.69,26.16,399.8483,Reprise 19/01/2024,morena,luan santana,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,VERÃO MAIOR PARANÁ,2024-02-02,DEJA VU,LUAN SANTANA / LUCAS SANTOS / MATHEUS ALEIXO / MATHEUS MARCOLINO,ANA CASTELA / LUAN SANTANA,PE,373.69,26.16,399.8483,Reprise 19/01/2024,deja vu,ana castela / luan santana,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,VERÃO MAIOR PARANÁ,2024-02-02,NOCAUTE,PAULO MASSADAS / MIHAIL PLOPSCHI / MICHAEL SULLIVAN / IVANILTON DE SOUZA,JORGE E MATEUS,PE,373.69,26.16,399.8483,Reprise 26/01/2024,nocaute,jorge e mateus,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,VERÃO MAIOR PARANÁ,2024-02-02,LOGO EU,FELIPE RODRIGUES / SAMUEL DELMIR0O,JORGE E MATHEUS,PE,373.69,26.16,399.8483,Reprise 26/01/2024,logo eu,jorge e matheus,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,VERÃO MAIOR PARANÁ,2024-02-02,MÁGICA,EVERTON MATOS / GUILHERME FERRARI / LEO SAGA / MATHEUS ALEIXO / PAULO PIRES / RAY ANTONIO,HUGO E GUILHERME,PE,373.69,26.16,399.8483,Reprise 12/01/2024,magica,hugo e guilherme,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,PROGRAMA DO JOÂO,2024-02-10,MACETANDO,IVETE SANGALO / LUCIANO CHAVES DOS SANTOS / SAMIR TRINDADE,IVETE SANGALO E LUDMILLA,BK,1494.76,104.63,1599.3932,,macetando,ivete sangalo e ludmilla,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,PROGRAMA DO JOÂO,2024-02-10,VERMELHO,VANESSA DA MATA,VANESSA DA MATA,PE,747.38,52.32,799.69,,vermelho,vanessa da mata,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,PROGRAMA DO JOÂO,2024-02-10,MACETANDO,IVETE SANGALO / LUCIANO CHAVES DOS SANTOS / SAMIR TRINDADE,MARCIO VICTOR,PE,747.38,52.32,799.69,,macetando,marcio victor,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,PROGRAMA DO JOÂO,2024-02-10,MACETANDO,IVETE SANGALO / LUCIANO CHAVES DOS SANTOS / SAMIR TRINDADE,MARCIO VICTOR,BK,1494.76,104.63,1599.3932,,macetando,marcio victor,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,BORA BRASIL,2023-12-12,SAMURAI                                           ,DJAVAN,DJAVAN,BK,0.0,62.7795,62.7795,,samurai,djavan,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,VIRADA NA BAND 2024,2023-12-31,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO,PE,0.0,52.3166,52.3166,,macetando,ivete sangalo,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,PROGRAMA DO JOÂO,2023-12-02,DESAFIO,XANDY / DULLER / FABIO ALCANTARA / TONHO COPQUE,DUDU NOBRE / EDILSON CAPETINHA,PE,747.38,52.32,799.69,,desafio,dudu nobre / edilson capetinha,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,PROGRAMA DO JOÂO,2023-12-02,VERDADE                                           ,NELSON RUFINO / CARLINHOS SANTANA,DUDU NOBRE / EDILSON CAPETINHA,PE,747.38,52.32,799.69,,verdade,dudu nobre / edilson capetinha,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,PROGRAMA DO JOÂO,2023-12-02,MORENA,DIEGO NICOLAU / FRED CAMACHO / JOAO EDUARDO DE SALLES NOBRE,DUDU NOBRE,PE,747.38,52.32,799.69,,morena,dudu nobre,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,PROGRAMA DO JOÂO,2023-12-16,SE JOGA,NALDO BENNY,NALDO BENNY,PE,747.38,52.32,799.69,,se joga,naldo benny,True,Relatorio_UBEM
Band,band UNIFICADO out dez 2023 jan fev 2024,PROGRAMA DO JOÂO,2023-12-30,BANDIDA,ARTHUR MARQUES / CLEO PIRES / GUTO GUERRA,CLEO PIRES,DM,1046.33,73.24,1119.5731,,bandida,cleo pires,True,Relatorio_UBEM
Aparecida,12-DEZ2023-SINCRONIZACAO MUSICAL-TV APARECIDA,TUDO PASSA,,,ARNALDO SACCOMANI/ RICARDO ALVES CONCEIÇÃO,SONY - 100%,,ADRYANA RIBEIRO,,,APARECIDA SERTANEJA,465,,,2023-12-10 00:00:00,PERFORMANCE,,REPRISE,COM DIGITAL,tudo passa,,True,Sincronização Musical
Aparecida,12-DEZ2023-SINCRONIZACAO MUSICAL-TV APARECIDA,PROPOSTA,,,ADEMAR BENEDITO DOS SANTOS ( ITAMARACA ) / CLAUDIO BALESTRO ( CLAUCO ),UNIVERSAL - 100%,,LÉO E MARTINEZ,,,APARECIDA SERTANEJA,467,,,2023-12-24 00:00:00,PERFORMANCE,,REPRISE,COM DIGITAL,proposta,,True,Sincronização Musical
Aparecida,12-DEZ2023-SINCRONIZACAO MUSICAL-TV APARECIDA,FIM DE ANO,,,DAVID NASSER / FRANCISCO MORAES ALVES ( CHICO VIOLA ),IRMÃOS VITALE - 100%,,IR. CUSTÓDIA CARDOSO / ADELMA MIQUELIN / DILBER CORDEIRO / FERNANDO RIPOLI,,,CELEBRAR BEM,178,,,2023-12-30 00:00:00,PERFORMANCE,,INÉDITO,COM DIGITAL,fim de ano,,True,Sincronização Musical
Aparecida,12-DEZ2023-SINCRONIZACAO MUSICAL-TV APARECIDA,FIM DE ANO,,,DAVID NASSER / FRANCISCO MORAES ALVES ( CHICO VIOLA ),IRMÃOS VITALE - 100%,,IR. CUSTÓDIA CARDOSO / ADELMA MIQUELIN / DILBER CORDEIRO / FERNANDO RIPOLI,,,CELEBRAR BEM,178,,,2023-12-31 00:00:00,PERFORMANCE,,REPRISE,SEM DIGITAL,fim de ano,,True,Sincronização Musical
Aparecida,12-DEZ2023-SINCRONIZACAO MUSICAL-TV APARECIDA,FELIZ NATAL,,,JOSE ACACIO SANTANA ( JOSE ACACIO ),PAULINAS-COMEP - 100%,,CORAL DA ARQUIDIOCESE DE APARECIDA,,,CORAL DE NATAL DA ARQUIDIOCESE DE APARECIDA,2,,,2023-12-24 00:00:00,PERFORMANCE,,INÉDITO,COM DIGITAL,feliz natal,,True,Sincronização Musical
Aparecida,12-DEZ2023-SINCRONIZACAO MUSICAL-TV APARECIDA,FELIZ NATAL,,,JOSE ACACIO SANTANA ( JOSE ACACIO ),PAULINAS-COMEP - 100%,,CORAL DA ARQUIDIOCESE DE APARECIDA,,,CORAL DE NATAL DA ARQUIDIOCESE DE APARECIDA,2,,,2023-12-29 00:00:00,PERFORMANCE,,REPRISE,SEM DIGITAL,feliz natal,,True,Sincronização Musical
Aparecida,12-DEZ2023-SINCRONIZACAO MUSICAL-TV APARECIDA,FELIZ NATAL,,,JOSE ACACIO SANTANA ( JOSE ACACIO ),PAULINAS-COMEP - 100%,,CORAL DA ARQUIDIOCESE DE APARECIDA,,,CORAL DE NATAL DA ARQUIDIOCESE DE APARECIDA,2,,,2023-12-31 00:00:00,PERFORMANCE,,REPRISE,SEM DIGITAL,feliz natal,,True,Sincronização Musical
Aparecida,12-DEZ2023-SINCRONIZACAO MUSICAL-TV APARECIDA,UTOPIA,,,JOSE FERNANDES DE OLIVEIRA ( PADRE ZEZINHO ),PAULINAS-COMEP - 100%,,BRUNO FAGLIONI / ADRIANA MELO,,,ESPECIAL - A IGREJA CANTA A FRATERNIDADE,1,,,2023-12-31 00:00:00,PERFORMANCE,,REPRISE,SEM DIGITAL,utopia,,True,Sincronização Musical
Aparecida,12-DEZ2023-SINCRONIZACAO MUSICAL-TV APARECIDA,TATUAGEM,,,JOSE RANIER THEOTONIO ( FRANK RANIER ),DECK PRODUÇÕES,,GIAN E GIOVANI,,,ESPECIAL - GIAN E GIOVANI,1,,,2023-12-31 00:00:00,PERFORMANCE,,REPRISE,SEM DIGITAL,tatuagem,,True,Sincronização Musical
Aparecida,12-DEZ2023-SINCRONIZACAO MUSICAL-TV APARECIDA,BALA PERDIDA,,,JOAO RODRIGUES DA SILVA JUNIOR ( ZE HENRIQUE ) / RENATO VIEIRA DE BARROS ( RENATO BARROS ),BMG BRAZIL - 50% / PEERMUSIC - 50%,,ALESSANDRO E MONTENEGRO,,,PROSA DE AMIGOS,206,,,2023-12-03 00:00:00,PERFORMANCE,,REPRISE,SEM DIGITAL,bala perdida,,True,Sincronização Musical
Aparecida,12-DEZ2023-SINCRONIZACAO MUSICAL-TV APARECIDA,AMIGO,,,JOAO GOMES DE ALMEIDA ( DALVAN ) / MANOEL ADAO DA SILVA ( MANOELITO NUNES ),UNIVERSAL - 100%,,DUDUCA E DALVAN,,,PROSA DE AMIGOS,158,,,2023-12-05 00:00:00,PERFORMANCE,,REPRISE,SEM DIGITAL,amigo,,True,Sincronização Musical
Aparecida,12-DEZ2023-SINCRONIZACAO MUSICAL-TV APARECIDA,AMIGO,,,JOAO GOMES DE ALMEIDA ( DALVAN ) / MANOEL ADAO DA SILVA ( MANOELITO NUNES ),UNIVERSAL - 100%,,DUDUCA E DALVAN,,,PROSA DE AMIGOS,158,,,2023-12-10 00:00:00,PERFORMANCE,,REPRISE,SEM DIGITAL,amigo,,True,Sincronização Musical
Aparecida,12-DEZ2023-SINCRONIZACAO MUSICAL-TV APARECIDA,MARIA,,,EUNICE BARBOSA DA SILVA ( EUNICE BARBOSA ) / MARIO LUCIO DA ROCHA E SILVA ( MARIO MARCOS ),PEERMUSIC - 100%,,PE. ANTONIO MARIA,,,TERÇO DE APARECIDA - PE ANTONIO MARIA,3167,,,2023-12-30 00:00:00,PERFORMANCE,,INÉDITO,SEM DIGITAL,maria,,True,Sincronização Musical
Aparecida,12-DEZ2023-SINCRONIZACAO MUSICAL-TV APARECIDA,MARIA,,,EUNICE BARBOSA DA SILVA ( EUNICE BARBOSA ) / MARIO LUCIO DA ROCHA E SILVA ( MARIO MARCOS ),PEERMUSIC - 100%,,PE. ANTONIO MARIA,,,TERÇO DE APARECIDA - PE ANTONIO MARIA,3167,,,2023-12-30 00:00:00,PERFORMANCE,,REPRISE,SEM DIGITAL,maria,,True,Sincronização Musical
Aparecida,12-DEZ2023-SINCRONIZACAO MUSICAL-TV APARECIDA,FIM DE ANO,,,DAVID NASSER / FRANCISCO MORAES ALVES ( CHICO VIOLA ),IRMÃOS VITALE - 100%,,PE. ANTONIO MARIA,,,TERÇO DE APARECIDA - PE ANTONIO MARIA,3168,,,2023-12-31 00:00:00,PERFORMANCE,,INÉDITO,SEM DIGITAL,fim de ano,,True,Sincronização Musical
