provider,supplier_file,sheet,supplier_title,supplier_artist,matched_term,matched_identifier,match_type
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Medo,"13.7,Chico Chico",MEDO,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Medo,"13.7,Chico Chico",MEDO,T-039.497.778-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Medo,"13.7,Chico Chico",MEDO,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Praia,"13.7,Chico Chico",PRAIA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Praia,"13.7,Chico Chico",PRAIA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Praia,"13.7,Chico Chico",PRAIA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sideral,My Magical Glowing Lens,SIDERAL,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sideral,My Magical Glowing Lens,SIDERAL,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sideral,My Magical Glowing Lens,SIDERAL,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Exodus,Orquestra Voadora,EXODUS,T-932.547.418-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Exodus,Orquestra Voadora,EXODUS,T-932.547.418-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Quem Sabe,"Beatriz Rabello,Paulinho Da Viola",QUEM SABE,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Quem Sabe,"Beatriz Rabello,Paulinho Da Viola",QUEM SABE,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Quem Sabe,"Beatriz Rabello,Paulinho Da Viola",QUEM SABE,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Obsessão,Beatriz Rabello,OBSESSÃO,T-039.632.967-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Obsessão,Beatriz Rabello,OBSESSÃO,T-039.632.967-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Obsessão,Beatriz Rabello,OBSESSÃO,T-039.632.967-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Recomeçar,Beatriz Rabello,RECOMECAR,T-039.311.437-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Recomeçar,Beatriz Rabello,RECOMEÇAR,T-308.840.890-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Recomeçar,Beatriz Rabello,RECOMEÇAR,T-316.010.042-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Recomeçar,Beatriz Rabello,RECOMEÇAR,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Recomeçar,Beatriz Rabello,RECOMECAR,T-039.311.437-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Recomeçar,Beatriz Rabello,RECOMEÇAR,T-308.840.890-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Recomeçar,Beatriz Rabello,RECOMEÇAR,T-316.010.042-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Recomeçar,Beatriz Rabello,RECOMEÇAR,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Recomeçar,Beatriz Rabello,RECOMECAR,T-039.311.437-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Recomeçar,Beatriz Rabello,RECOMEÇAR,T-308.840.890-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Recomeçar,Beatriz Rabello,RECOMEÇAR,T-316.010.042-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Recomeçar,Beatriz Rabello,RECOMEÇAR,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Rockstar,21 Savage,ROCKSTAR,T-039.544.547-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Rockstar,21 Savage,ROCKSTAR,T-328.312.366-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Balmain,"Funk Orquestra,Mc Daniel",BALMAIN,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Barbie,"Funk Orquestra,Mc Rebecca",BARBIE,T-321.330.288-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Marretada Do Thor,"Funk Orquestra,Mc Daniel,Mc Rebecca,Mc Soffia",MARRETADA DO THOR,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Segredo,Kayblack,SEGREDO,T-039.611.383-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Déjà Vu,Pitty,DÉJÀ VU,T-308.187.765-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Déjà Vu,Pitty,DÉJÀ VU,T-308.187.765-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Déjà Vu,Pitty,DÉJÀ VU,T-308.187.765-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Máscara,Pitty,MÁSCARA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Máscara,Pitty,MÁSCARA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Máscara,Pitty,MÁSCARA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Te Amo,Vanessa Da Mata,TE AMO,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Te Amo,Vanessa Da Mata,TE AMO,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Te Amo,Vanessa Da Mata,TE AMO,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Aqui,Ana Carolina,AQUI,T-039.298.063-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Aqui,Ana Carolina,AQUI,T-039.298.063-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Aqui,Ana Carolina,AQUI,T-039.298.063-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Aqui,Ana Carolina,AQUI,T-039.298.063-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Confesso,Ana Carolina,CONFESSO,T-324.068.646-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Confesso,Ana Carolina,CONFESSO,T-324.068.646-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Confesso,Ana Carolina,CONFESSO,T-324.068.646-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Confesso,Ana Carolina,CONFESSO,T-324.068.646-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Tolerância,Ana Carolina,TOLERÂNCIA,T-317.839.732-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Tolerância,Ana Carolina,TOLERÂNCIA,T-317.839.732-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Tolerância,Ana Carolina,TOLERÂNCIA,T-317.839.732-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Tolerância,Ana Carolina,TOLERÂNCIA,T-317.839.732-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Miragem,Ivete Sangalo,MIRAGEM,T-305.619.017-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Miragem,Ivete Sangalo,MIRAGEM,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Miragem,Ivete Sangalo,MIRAGEM,T-305.619.017-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Miragem,Ivete Sangalo,MIRAGEM,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Miragem,Ivete Sangalo,MIRAGEM,T-305.619.017-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Miragem,Ivete Sangalo,MIRAGEM,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Miragem,Ivete Sangalo,MIRAGEM,T-305.619.017-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Miragem,Ivete Sangalo,MIRAGEM,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Insônia,Rita Lee,INSÔNIA,T-040.280.608-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Insônia,Rita Lee,INSÔNIA,T-040.280.608-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Insônia,Rita Lee,INSÔNIA,T-040.280.608-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Se Manca,Rita Lee,SE MANCA,T-040.136.004-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Se Manca,Rita Lee,SE MANCA,T-040.136.004-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Se Manca,Rita Lee,SE MANCA,T-040.136.004-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Perfume,Soweto,PERFUME,T-305.215.262-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Perfume,Soweto,PERFUME,T-305.215.262-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Perfume,Soweto,PERFUME,T-305.215.262-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Perfume,Soweto,PERFUME,T-305.215.262-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Penumbra,"Djonga,Rapaz Do Dread,Sarah Guedes",PENUMBRA,T-040.011.904-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Penumbra,"Djonga,Rapaz Do Dread,Sarah Guedes",PENUMBRA,T-040.011.904-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Lua,Nilson Neto,LUA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Lua,Nilson Neto,LUA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Lua,Nilson Neto,LUA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Lua,Nilson Neto,LUA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Lua,Nilson Neto,LUA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Lua,Nilson Neto,LUA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Condor,Prettos,CONDOR,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Condor,Prettos,CONDOR,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Condor,Prettos,CONDOR,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Na Estrada,"Nando Reis,Péricles",NA ESTRADA,T-039.298.060-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Na Estrada,"Nando Reis,Péricles",NA ESTRADA,T-040.035.482-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sem Amor,Giana Mello,SEM AMOR,T-335.550.071-5,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sem Amor,Giana Mello,SEM AMOR,T-335.550.071-5,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sem Amor,Giana Mello,SEM AMOR,T-335.550.071-5,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Temporal,Bruna Mendez,TEMPORAL,T-307.003.180-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Temporal,Bruna Mendez,TEMPORAL,T-307.003.180-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Temporal,Bruna Mendez,TEMPORAL,T-307.003.180-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Recaída,"Jon Jon,Kevin O Chris",RECAÍDA,T-322.528.884-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Recaída,"Jon Jon,Kevin O Chris",RECAÍDA,T-322.528.884-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Recaída,"Jon Jon,Kevin O Chris",RECAÍDA,T-322.528.884-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Recaída,"Jon Jon,Kevin O Chris",RECAÍDA,T-322.528.884-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Recaída,"Jon Jon,Kevin O Chris",RECAÍDA,T-322.528.884-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Recaída,"Jon Jon,Kevin O Chris",RECAÍDA,T-322.528.884-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Se Foi,Aninha Portal,SE FOI,T-039.497.697-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Se Foi,Aninha Portal,SE FOI,T-039.497.697-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Se Foi,Aninha Portal,SE FOI,T-039.497.697-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Califórnia,Bruno Schiavo,CALIFORNIA,T-040.397.472-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Califórnia,Bruno Schiavo,CALIFORNIA,T-040.397.472-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Califórnia,Bruno Schiavo,CALIFORNIA,T-040.397.472-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Proposta,Pepê,PROPOSTA,T-313.413.810-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Proposta,Pepê,PROPOSTA,T-313.413.810-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Proposta,Pepê,PROPOSTA,T-313.413.810-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Amanhã,"Ana Vilela,Ráae",AMANHÃ,T-307.004.953-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Amanhã,"Ana Vilela,Ráae",AMANHÃ,T-307.004.953-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Amanhã,"Ana Vilela,Ráae",AMANHÃ,T-307.004.953-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Lua Nova,"Flavia K,Flora Piquerobí",LUA NOVA,T-302.129.848-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Lua Nova,"Flavia K,Flora Piquerobí",LUA NOVA,T-302.129.848-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Ela,Clarissa,ELA,T-322.696.235-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Ela,Clarissa,ELA,T-322.696.235-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Ela,Clarissa,ELA,T-322.696.235-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Jeito Diferente,Yuri Corbal,JEITO DIFERENTE,T-317.214.640-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Jeito Diferente,Yuri Corbal,JEITO DIFERENTE,T-317.214.640-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Jeito Diferente,Yuri Corbal,JEITO DIFERENTE,T-317.214.640-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Leve,Pedro Mann,LEVE,T-315.958.048-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Leve,Pedro Mann,LEVE,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Leve,Pedro Mann,LEVE,T-335.482.970-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Leve,Pedro Mann,LEVE,T-315.958.048-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Leve,Pedro Mann,LEVE,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Leve,Pedro Mann,LEVE,T-335.482.970-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Leve,Pedro Mann,LEVE,T-315.958.048-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Leve,Pedro Mann,LEVE,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Leve,Pedro Mann,LEVE,T-335.482.970-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Saudade,Breno Miranda,SAUDADE,T-306.509.964-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Saudade,Breno Miranda,SAUDADE,T-039.751.632-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Saudade,Breno Miranda,SAUDADE,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Saudade,Breno Miranda,SAUDADE,T-305.264.938-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Saudade,Breno Miranda,SAUDADE,T-306.509.964-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Saudade,Breno Miranda,SAUDADE,T-039.751.632-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Saudade,Breno Miranda,SAUDADE,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Saudade,Breno Miranda,SAUDADE,T-305.264.938-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Saudade,Breno Miranda,SAUDADE,T-306.509.964-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Saudade,Breno Miranda,SAUDADE,T-039.751.632-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Saudade,Breno Miranda,SAUDADE,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Saudade,Breno Miranda,SAUDADE,T-305.264.938-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Ela,Lala Dias,ELA,T-322.696.235-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Ela,Lala Dias,ELA,T-322.696.235-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Ela,Lala Dias,ELA,T-322.696.235-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sampa,Caetano Veloso,SAMPA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sampa,Caetano Veloso,SAMPA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sampa,Caetano Veloso,SAMPA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Carcará,Otto,CARCARA,T-040.347.911-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Carcará,Otto,CARCARÁ,T-308.468.519-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Felicidade,Outro Eu,FELICIDADE,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Felicidade,Outro Eu,FELICIDADE,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Felicidade,Outro Eu,FELICIDADE,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Felicidade,Outro Eu,FELICIDADE,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Girassol,Rosa De Saron,GIRASSOL,T-335.572.256-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Ave Maria,Jorge Aragao,AVE MARIA,T-040.076.547-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Identidade,Jorge Aragao,IDENTIDADE,T-039.497.763-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Baile De Favela,"Dj R7,Mc Joao",BAILE DE FAVELA,T-303.383.693-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Girassol,Rebeca Andrade,GIRASSOL,T-335.572.256-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Nao Olhe Pra Tras,Não identificado,NÃO OLHE PRA TRÁS,T-305.623.719-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Mantra,Não identificado,MANTRA,T-301.577.149-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Contra Mao,Não identificado,CONTRA MÃO,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,America,Não identificado,AMERICA,T-039.497.748-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Ave Maria,Não identificado,AVE MARIA,T-040.076.547-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Ave Maria,Não identificado,AVE MARIA,T-040.076.547-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Luz,Djavan,LUZ,T-040.285.617-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Luz,Djavan,LUZ,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Luz,Djavan,LUZ,T-040.279.887-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Andarilho,Majur,ANDARILHO,T-330.191.305-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Andarilho,Majur,ANDARILHO,T-330.191.305-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Andarilho,Majur,ANDARILHO,T-330.191.305-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Andarilho,Majur,ANDARILHO,T-330.191.305-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Andarilho,Majur,ANDARILHO,T-330.191.305-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Andarilho,Majur,ANDARILHO,T-330.191.305-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Coisas Que Eu Sei,Majur,COISAS QUE EU SEI,T-042.615.531-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Coisas Que Eu Sei,Majur,COISAS QUE EU SEI,T-042.615.531-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Coisas Que Eu Sei,Majur,COISAS QUE EU SEI,T-042.615.531-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Coisas Que Eu Sei,Majur,COISAS QUE EU SEI,T-042.615.531-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Coisas Que Eu Sei,Majur,COISAS QUE EU SEI,T-042.615.531-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Coisas Que Eu Sei,Majur,COISAS QUE EU SEI,T-042.615.531-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Luz,Djavan,LUZ,T-040.285.617-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Luz,Djavan,LUZ,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Luz,Djavan,LUZ,T-040.279.887-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Luz,Djavan,LUZ,T-040.285.617-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Luz,Djavan,LUZ,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Luz,Djavan,LUZ,T-040.279.887-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Luz,Djavan,LUZ,T-040.285.617-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Luz,Djavan,LUZ,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Luz,Djavan,LUZ,T-040.279.887-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Luz,Djavan,LUZ,T-040.285.617-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Luz,Djavan,LUZ,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Luz,Djavan,LUZ,T-040.279.887-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Luz,Djavan,LUZ,T-040.285.617-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Luz,Djavan,LUZ,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Luz,Djavan,LUZ,T-040.279.887-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Luz,Djavan,LUZ,T-040.285.617-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Luz,Djavan,LUZ,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Luz,Djavan,LUZ,T-040.279.887-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Simbolo Da Paz,Ventania,SÍMBOLO DA PAZ,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Essa É Pra Você,Arthur Espindola,ESSA É PRA VOCE,T-040.048.737-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Vermelho,Chico Da Silva,VERMELHO,T-313.315.106-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Andarilho,Majur,ANDARILHO,T-330.191.305-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Andarilho,Majur,ANDARILHO,T-330.191.305-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Ô Sorte,Mosquito,Ô SORTE,T-305.413.482-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Felicidade,"Laura Lavieri,Marcelo Jeneci",FELICIDADE,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Felicidade,"Laura Lavieri,Marcelo Jeneci",FELICIDADE,,title_only
